,FIFA,Name,Nationality,OVR,POT,Positions,Age,Team,Height,Weight,Foot,WorkRate,WeakFoot,SkillMoves,Value,Wage,Ball_Control,Dribbling,Marking,Slide_Tackle,Stand_Tackle,Aggression,Reactions,Att._Position,Interceptions,Vision,Crossing,Short_Pass,Long_Pass,Acceleration,Stamina,Strength,Balance,Sprint_Speed,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,FK_Acc.,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Handling,GK_Kicking,GK_Reflexes
763,16,Giulio Donati,Italy,72,75,RB,25,Bayer Leverkusen,179,82,Right,Medium/Medium,2,2,2300000,30000,66,57,70,75,75,78,73,40,74,50,67,68,65,73,75,76,74,76,65,66,67,66,39,52,54,45,50,31,8,15,14.0,7.0,7.0
764,16,Marcelo Díaz,Chile,73,73,CM/CDM/CAM,28,Hamburger SV,166,67,Right,Medium/Medium,3,2,2700000,40000,78,67,74,67,66,71,60,56,78,72,73,78,75,70,85,59,86,68,78,81,62,81,51,80,81,80,65,65,1,1,1.0,1.0,1.0
765,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
766,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
767,16,Yanni Regäsel,Germany,63,73,RB,20,Hertha BSC,180,72,Right,Medium/Medium,3,2,425000,3000,64,63,61,67,68,69,56,46,57,47,63,66,46,68,61,55,66,67,68,59,45,44,24,23,46,31,39,22,14,9,12.0,14.0,6.0
768,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
769,16,Gonzalo Jara Reyes,Chile,70,70,CB/RB/LB/CDM,30,1. FSV Mainz 05,178,77,Right,Medium/Medium,3,2,1400000,25000,66,60,71,69,70,82,66,55,70,66,60,72,72,68,69,74,74,73,73,73,62,57,44,54,27,46,44,27,12,9,8.0,10.0,13.0
770,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
771,16,Nicklas Bendtner,Denmark,75,76,ST,27,VfL Wolfsburg,194,89,Right,Medium/Low,3,3,4300000,60000,76,68,26,28,30,60,76,78,28,66,66,69,55,54,65,82,52,68,60,70,82,80,78,60,62,40,76,74,7,14,6.0,6.0,14.0
772,16,Marcelo Díaz,Chile,73,73,CM/CDM/CAM,28,Hamburger SV,166,67,Right,Medium/Medium,3,2,2700000,40000,78,67,74,67,66,71,60,56,78,72,73,78,75,70,85,59,86,68,78,81,62,81,51,80,81,80,65,65,1,1,1.0,1.0,1.0
773,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
774,16,Giulio Donati,Italy,72,75,RB,25,Bayer Leverkusen,179,82,Right,Medium/Medium,2,2,2300000,30000,66,57,70,75,75,78,73,40,74,50,67,68,65,73,75,76,74,76,65,66,67,66,39,52,54,45,50,31,8,15,14.0,7.0,7.0
775,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
776,16,Odisseas Vlachodimos,Germany,63,76,GK,21,VfB Stuttgart,191,77,Right,Medium/Medium,3,1,240000,3000,24,25,25,25,25,31,60,25,22,25,25,26,23,42,39,68,38,44,36,67,25,28,25,25,25,25,25,25,60,65,63.0,62.0,67.0
777,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
778,16,Assani Lukimya,DR Congo,72,72,CB,29,SV Werder Bremen,190,89,Right,Medium/Medium,3,2,2200000,25000,47,36,71,70,76,88,68,27,68,27,36,48,39,68,64,94,58,75,52,47,77,77,30,57,36,26,37,29,15,12,7.0,14.0,8.0
779,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
780,16,Giulio Donati,Italy,72,75,RB,25,Bayer Leverkusen,179,82,Right,Medium/Medium,2,2,2300000,30000,66,57,70,75,75,78,73,40,74,50,67,68,65,73,75,76,74,76,65,66,67,66,39,52,54,45,50,31,8,15,14.0,7.0,7.0
781,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
782,16,Gonzalo Jara Reyes,Chile,70,70,CB/RB/LB/CDM,30,1. FSV Mainz 05,178,77,Right,Medium/Medium,3,2,1400000,25000,66,60,71,69,70,82,66,55,70,66,60,72,72,68,69,74,74,73,73,73,62,57,44,54,27,46,44,27,12,9,8.0,10.0,13.0
783,16,Giulio Donati,Italy,72,75,RB,25,Bayer Leverkusen,179,82,Right,Medium/Medium,2,2,2300000,30000,66,57,70,75,75,78,73,40,74,50,67,68,65,73,75,76,74,76,65,66,67,66,39,52,54,45,50,31,8,15,14.0,7.0,7.0
784,16,Timm Klose,Switzerland,74,76,CB,27,VfL Wolfsburg,193,87,Right,Medium/Medium,3,2,3500000,50000,62,40,75,70,77,73,72,45,77,44,41,71,63,48,63,84,34,52,40,51,83,65,32,43,49,37,40,32,14,14,9.0,10.0,9.0
785,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
786,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
787,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
788,16,David Kinsombi,Germany,60,70,CB/LB,19,Eintracht Frankfurt,183,76,Right,Medium/Medium,3,2,140000,2000,56,54,61,58,61,59,57,39,60,34,49,56,50,67,64,68,64,66,61,77,56,41,27,31,32,28,32,25,11,10,10.0,6.0,13.0
789,16,Assani Lukimya,DR Congo,72,72,CB,29,SV Werder Bremen,190,89,Right,Medium/Medium,3,2,2200000,25000,47,36,71,70,76,88,68,27,68,27,36,48,39,68,64,94,58,75,52,47,77,77,30,57,36,26,37,29,15,12,7.0,14.0,8.0
790,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
791,16,Júlio César,Brazil,82,82,GK,37,Ingolstadt,186,79,Left,Medium/Medium,3,1,11500000,90000,32,27,19,16,10,37,82,12,25,67,18,23,21,39,35,72,56,43,69,75,18,14,12,17,16,11,13,11,82,84,78.0,67.0,85.0
792,16,Giulio Donati,Italy,72,75,RB,25,Bayer Leverkusen,179,82,Right,Medium/Medium,2,2,2300000,30000,66,57,70,75,75,78,73,40,74,50,67,68,65,73,75,76,74,76,65,66,67,66,39,52,54,45,50,31,8,15,14.0,7.0,7.0
793,16,Timm Klose,Switzerland,74,76,CB,27,VfL Wolfsburg,193,87,Right,Medium/Medium,3,2,3500000,50000,62,40,75,70,77,73,72,45,77,44,41,71,63,48,63,84,34,52,40,51,83,65,32,43,49,37,40,32,14,14,9.0,10.0,9.0
794,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
795,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
796,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
797,16,Marcelo,Brazil,73,73,CB,28,Hannover 96,191,88,Right,Medium/Medium,2,2,2300000,40000,64,62,71,68,75,78,72,33,70,36,25,74,72,64,75,82,43,72,57,72,79,75,43,29,38,40,50,41,6,15,14.0,9.0,13.0
798,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
799,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
800,16,Nicklas Bendtner,Denmark,75,76,ST,27,VfL Wolfsburg,194,89,Right,Medium/Low,3,3,4300000,60000,76,68,26,28,30,60,76,78,28,66,66,69,55,54,65,82,52,68,60,70,82,80,78,60,62,40,76,74,7,14,6.0,6.0,14.0
801,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
802,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
803,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
804,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
805,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
806,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
807,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
808,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
809,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
810,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
811,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
812,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
813,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
814,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
815,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
816,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
817,16,Martin Stranzl,Austria,79,79,CB,35,Borussia Mönchengladbach,191,83,Right,Medium/Medium,3,2,2300000,40000,56,47,83,79,84,81,79,37,82,46,47,68,59,55,64,86,45,53,48,55,79,70,32,47,34,37,56,28,6,13,8.0,5.0,8.0
818,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
819,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
820,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
821,16,Ricardo Rodríguez,Switzerland,80,83,CB/LB,25,VfL Wolfsburg,180,77,Left,Medium/Medium,3,3,15500000,55000,80,77,77,83,80,77,81,68,82,74,87,80,80,73,76,73,73,74,74,75,68,78,59,72,82,84,83,67,14,14,13.0,14.0,11.0
822,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
823,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
824,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
825,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
826,16,Yūya Ōsako,Japan,75,76,CF/ST/CAM/RM,27,1. FC Köln,182,71,Right,Medium/Medium,5,3,4800000,29000,79,79,28,32,34,77,77,74,31,77,42,76,49,75,64,64,76,75,79,78,70,74,64,66,71,53,70,73,6,14,9.0,6.0,16.0
827,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
828,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
829,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
830,16,Dario Krešić,Croatia,68,68,GK,32,Bayer Leverkusen,196,96,Right,Medium/Medium,2,1,675000,10000,22,12,13,12,12,36,71,19,21,11,14,23,22,38,36,77,36,43,27,80,15,24,14,13,15,15,12,15,60,75,61.0,68.0,74.0
831,16,Halil Altıntop,Turkey,75,75,CAM/CM,34,FC Augsburg,186,75,Right,Medium/Medium,4,3,2700000,24000,76,74,14,18,28,69,77,79,33,76,69,76,72,62,64,74,65,53,73,53,77,78,75,74,73,52,73,71,14,14,7.0,8.0,9.0
832,16,Mario Vrančić,Bosnia & Herzegovina,72,72,CM/CAM,28,SV Darmstadt 98,187,78,Left,Medium/Medium,3,3,2100000,17000,75,75,39,35,56,66,70,67,58,75,64,74,71,54,69,75,69,55,75,54,52,71,66,69,74,70,55,71,12,12,8.0,8.0,6.0
833,17,Philipp Lahm,Germany,87,87,RB/CDM/CM,32,FC Bayern Munich,170,66,Right,Medium/High,3,3,28500000,200000,86,82,86,95,87,58,91,69,93,83,84,86,79,73,79,59,93,69,83,72,63,57,47,65,77,59,71,66,14,11,12.0,5.0,5.0
834,17,Xabi Alonso,Spain,84,84,CDM/CM,34,FC Bayern Munich,183,80,Right,Low/Medium,4,2,13000000,140000,84,77,70,71,77,78,83,77,86,88,79,92,93,32,62,74,67,33,58,46,72,83,56,82,82,84,80,71,10,7,8.0,10.0,10.0
835,17,Javi Martínez,Spain,84,84,CDM/CB,30,FC Bayern Munich,190,81,Right,Medium/Medium,3,2,25000000,140000,74,62,82,87,86,90,85,57,88,76,60,77,77,49,74,84,58,53,54,81,90,76,53,63,54,45,52,61,11,5,12.0,9.0,8.0
836,17,Fallou Diagne,Senegal,74,75,CB/CDM,28,Werder Bremen,185,80,Right,Medium/Medium,3,2,3200000,22000,69,66,72,74,75,72,71,36,70,53,53,69,66,68,64,75,67,69,70,88,74,59,34,41,44,45,56,40,12,11,15.0,6.0,11.0
837,17,Clemens Fritz,Germany,74,74,CM/RM/CDM,35,SV Werder Bremen,183,81,Right,Medium/Medium,3,2,1600000,25000,77,76,75,75,76,77,75,69,76,70,78,77,75,55,68,75,62,66,65,71,67,72,57,65,61,54,62,68,8,12,16.0,11.0,11.0
838,17,Christian Clemens,Germany,75,79,RM/LM,25,1. FSV Mainz 05,179,80,Right,Medium/Medium,4,3,5500000,35000,74,77,32,37,45,60,73,74,39,73,71,75,67,85,75,67,71,85,74,69,68,77,66,75,79,69,55,61,15,16,6.0,12.0,6.0
839,17,Mergim Mavraj,Albania,73,73,CB,30,1. FC Köln,189,84,Left,Medium/Medium,3,2,2200000,30000,63,32,77,76,79,74,69,20,59,49,47,65,45,50,64,79,47,53,53,74,77,45,25,26,43,53,51,33,14,11,10.0,8.0,10.0
840,17,Änis Ben-Hatira,Tunisia,74,74,LM/RM,29,Darmstadt 98,183,82,Left,Medium/Medium,5,4,3400000,15500,74,79,19,22,26,73,73,72,20,66,70,72,63,79,73,72,74,78,77,71,46,73,72,68,72,75,58,71,13,7,12.0,12.0,11.0
841,17,Daniel Caligiuri,Italy,78,78,LM/RM,28,VfL Wolfsburg,182,79,Right,Medium/Medium,3,4,8500000,80000,80,84,20,25,24,59,78,77,47,76,76,77,64,84,76,66,79,82,79,76,56,78,69,70,78,61,80,68,6,12,10.0,13.0,14.0
842,17,Julian Draxler,Germany,82,85,CAM/LM/RM,23,VfL Wolfsburg,187,75,Right,Medium/Low,5,4,26000000,100000,85,87,25,26,35,48,83,79,36,81,78,85,75,78,69,67,75,77,83,76,65,84,77,85,78,72,63,80,13,11,13.0,5.0,8.0
843,17,Bas Dost,Netherlands,79,80,ST,27,VfL Wolfsburg,196,85,Right,Medium/Low,3,2,12000000,100000,68,49,29,26,48,67,84,87,39,51,38,63,37,54,64,84,35,65,37,55,89,84,86,73,35,32,76,81,11,6,12.0,15.0,8.0
844,17,Szabolcs Huszti,Hungary,73,73,LM/RM/CAM,33,Eintracht Frankfurt,173,72,Left,Medium/Low,3,4,2200000,35000,74,72,27,28,39,69,72,72,39,73,73,77,70,76,67,68,83,74,81,72,54,72,74,65,72,78,77,76,10,14,14.0,6.0,15.0
845,17,Júnior Caiçara,Brazil,75,76,RB/RM,27,FC Schalke 04,173,70,Right,High/Medium,4,3,3800000,50000,76,76,77,76,77,67,77,72,70,63,73,75,65,87,84,48,88,79,78,69,44,73,43,67,74,79,78,51,14,16,12.0,15.0,16.0
846,17,Hakan Çalhanoğlu,Turkey,79,84,CAM/LM/CM,22,Bayer Leverkusen,178,76,Right,Medium/Medium,5,4,14000000,80000,80,78,32,45,42,57,79,75,44,80,77,80,77,75,68,53,76,73,76,50,53,87,74,89,92,94,76,73,6,9,14.0,11.0,10.0
847,17,Philipp Lahm,Germany,87,87,RB/CDM/CM,32,FC Bayern Munich,170,66,Right,Medium/High,3,3,28500000,200000,86,82,86,95,87,58,91,69,93,83,84,86,79,73,79,59,93,69,83,72,63,57,47,65,77,59,71,66,14,11,12.0,5.0,5.0
848,17,Xabi Alonso,Spain,84,84,CDM/CM,34,FC Bayern Munich,183,80,Right,Low/Medium,4,2,13000000,140000,84,77,70,71,77,78,83,77,86,88,79,92,93,32,62,74,67,33,58,46,72,83,56,82,82,84,80,71,10,7,8.0,10.0,10.0
849,17,Javi Martínez,Spain,84,84,CDM/CB,30,FC Bayern Munich,190,81,Right,Medium/Medium,3,2,25000000,140000,74,62,82,87,86,90,85,57,88,76,60,77,77,49,74,84,58,53,54,81,90,76,53,63,54,45,52,61,11,5,12.0,9.0,8.0
850,17,Hakan Çalhanoğlu,Turkey,79,84,CAM/LM/CM,22,Bayer Leverkusen,178,76,Right,Medium/Medium,5,4,14000000,80000,80,78,32,45,42,57,79,75,44,80,77,80,77,75,68,53,76,73,76,50,53,87,74,89,92,94,76,73,6,9,14.0,11.0,10.0
851,17,Emir Spahić,Bosnia & Herzegovina,78,78,CB,36,Hamburger SV,186,81,Left,Medium/Medium,4,2,2600000,35000,50,41,80,81,81,91,76,27,79,40,52,66,65,51,52,78,43,60,48,77,80,58,42,22,42,50,46,39,6,10,15.0,10.0,6.0
852,17,Daniel Caligiuri,Italy,78,78,LM/RM,28,VfL Wolfsburg,182,79,Right,Medium/Medium,3,4,8500000,80000,80,84,20,25,24,59,78,77,47,76,76,77,64,84,76,66,79,82,79,76,56,78,69,70,78,61,80,68,6,12,10.0,13.0,14.0
853,17,Julian Draxler,Germany,82,85,CAM/LM/RM,23,VfL Wolfsburg,187,75,Right,Medium/Low,5,4,26000000,100000,85,87,25,26,35,48,83,79,36,81,78,85,75,78,69,67,75,77,83,76,65,84,77,85,78,72,63,80,13,11,13.0,5.0,8.0
854,17,Mergim Mavraj,Albania,73,73,CB,30,1. FC Köln,189,84,Left,Medium/Medium,3,2,2200000,30000,63,32,77,76,79,74,69,20,59,49,47,65,45,50,64,79,47,53,53,74,77,45,25,26,43,53,51,33,14,11,10.0,8.0,10.0
855,17,Florian Jungwirth,Germany,68,68,RB/CDM/CM,27,SV Darmstadt 98,181,77,Right,Medium/Medium,3,2,725000,10000,66,60,69,68,71,69,71,48,68,53,50,69,68,65,81,73,67,66,64,77,65,42,18,34,42,25,37,37,7,10,6.0,11.0,13.0
856,17,Roman Bezjak,Slovenia,71,71,ST/RM/LM,28,Darmstadt 98,179,70,Right,Medium/Medium,3,3,69,66,19,24,16,53,67,72,17,52,59,65,47,73,68,53,74,72,78,76,72,71,73,68,33,26,64,70,13,8,13,15,9.0,,
857,17,Szabolcs Huszti,Hungary,73,73,LM/RM/CAM,33,Eintracht Frankfurt,173,72,Left,Medium/Low,3,4,2200000,35000,74,72,27,28,39,69,72,72,39,73,73,77,70,76,67,68,83,74,81,72,54,72,74,65,72,78,77,76,10,14,14.0,6.0,15.0
858,17,Clemens Fritz,Germany,74,74,CM/RM/CDM,35,SV Werder Bremen,183,81,Right,Medium/Medium,3,2,1600000,25000,77,76,75,75,76,77,75,69,76,70,78,77,75,55,68,75,62,66,65,71,67,72,57,65,61,54,62,68,8,12,16.0,11.0,11.0
859,17,Eugen Polanski,Poland,77,77,CDM/CM,30,TSG 1899 Hoffenheim,183,78,Right,Medium/Medium,4,2,5000000,50000,74,65,74,79,82,88,81,68,82,69,67,74,71,64,79,77,64,55,64,78,67,79,63,81,74,71,79,71,12,8,12.0,6.0,8.0
860,17,Mergim Mavraj,Albania,73,73,CB,30,1. FC Köln,189,84,Left,Medium/Medium,3,2,2200000,30000,63,32,77,76,79,74,69,20,59,49,47,65,45,50,64,79,47,53,53,74,77,45,25,26,43,53,51,33,14,11,10.0,8.0,10.0
